Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private,Recurring
Multipurpose Studio: Power 45,04/27/2018,1:15:00 PM,04/27/2018,2:00:00 PM,False,Power 45:Drew H.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Strength,04/27/2018,4:30:00 PM,04/27/2018,5:15:00 PM,False,Strength:Megan S.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Indo-Row,04/28/2018,7:15:00 AM,04/28/2018,8:00:00 AM,False,Indo-Row:Julie F.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: STRONG,04/28/2018,8:15:00 AM,04/28/2018,9:15:00 AM,False,STRONG:Staff:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Strength,04/28/2018,9:30:00 AM,04/28/2018,10:15:00 AM,False,Strength:Sylwia B.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Strength,04/29/2018,10:15:00 AM,04/29/2018,11:00:00 AM,False,Strength:Laura B:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: STRONG,04/29/2018,1:00:00 PM,04/29/2018,2:00:00 PM,False,STRONG:Staff:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Core Express,04/30/2018,4:40:00 AM,04/30/2018,4:55:00 AM,False,Core Express:Terri W.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: AOA Core &amp; Balance,04/30/2018,8:00:00 AM,04/30/2018,8:45:00 AM,False,AOA Core &amp; Balance:Terri W.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Strength,04/30/2018,9:15:00 AM,04/30/2018,10:00:00 AM,False,Strength:Robin H.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Row &amp; Reps,04/30/2018,11:15:00 AM,04/30/2018,12:00:00 PM,False,Row &amp; Reps:Lexie V.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Strength,04/30/2018,12:15:00 PM,04/30/2018,1:00:00 PM,False,Strength:Lexie V.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Power 45,04/30/2018,1:15:00 PM,04/30/2018,2:00:00 PM,False,Power 45:Chad F.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Strength Intro - Sign up,04/30/2018,3:45:00 PM,04/30/2018,4:15:00 PM,False,Strength Intro - Sign up:Lexie V.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Strength,04/30/2018,4:30:00 PM,04/30/2018,5:15:00 PM,False,Strength:Laura B.:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Zumba,04/30/2018,5:30:00 PM,04/30/2018,6:15:00 PM,False,Zumba:Megan S:Multipurpose Studio,Multipurpose Studio,False,Y
Multipurpose Studio: Barefoot Power,04/30/2018,6:30:00 PM,04/30/2018,7:15:00 PM,False,Barefoot Power:Robin H:Multipurpose Studio,Multipurpose Studio,False,Y
