Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private,Recurring
Training Studio: Fusion 45,04/01/2018,9:15:00 AM,04/01/2018,10:00:00 AM,False,Fusion 45:Anthony S.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/01/2018,10:45:00 AM,04/01/2018,11:00:00 AM,False,Core Express:Anthony S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/01/2018,11:15:00 AM,04/01/2018,11:45:00 AM,False,Fusion Express:Anthony S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/02/2018,5:15:00 AM,04/02/2018,5:45:00 AM,False,Fusion Express:Tiffany D.:Training Studio,Training Studio,False,Y
Training Studio: KB &amp; ST - Sign up,04/02/2018,6:00:00 AM,04/02/2018,7:00:00 AM,False,KB &amp; ST - Sign up:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/02/2018,9:15:00 AM,04/02/2018,10:00:00 AM,False,Fusion 45:Tiffany D.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/02/2018,11:15:00 AM,04/02/2018,11:45:00 AM,False,Fusion Express:Lynne J.:Training Studio,Training Studio,False,Y
Training Studio: KB &amp; ST - Prerequisite exp.,04/02/2018,12:15:00 PM,04/02/2018,1:00:00 PM,False,KB &amp; ST - Prerequisite exp.:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/02/2018,1:15:00 PM,04/02/2018,1:45:00 PM,False,Fusion Express:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/02/2018,2:00:00 PM,04/02/2018,2:15:00 PM,False,Core Express:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/02/2018,4:30:00 PM,04/02/2018,5:15:00 PM,False,Fusion 45:Lisa C.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/02/2018,5:30:00 PM,04/02/2018,6:15:00 PM,False,Fusion 45:Lisa C.:Training Studio,Training Studio,False,Y
Training Studio: Closed for Program,04/02/2018,6:45:00 PM,04/02/2018,7:30:00 PM,False,Closed for Program:Staff:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/03/2018,6:15:00 AM,04/03/2018,7:00:00 AM,False,Fusion 45:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: AOA Fusion,04/03/2018,9:15:00 AM,04/03/2018,10:00:00 AM,False,AOA Fusion:Amy K.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/03/2018,11:15:00 AM,04/03/2018,11:45:00 AM,False,Fusion Express:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/03/2018,12:00:00 PM,04/03/2018,12:15:00 PM,False,Core Express:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/03/2018,3:45:00 PM,04/03/2018,4:15:00 PM,False,Fusion Express:Andy K.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/03/2018,4:30:00 PM,04/03/2018,5:15:00 PM,False,Fusion 45:Nicole B.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/03/2018,5:30:00 PM,04/03/2018,6:00:00 PM,False,Fusion Express:Chad F.:Training Studio,Training Studio,False,Y
Training Studio: KB &amp; ST - Sign up,04/03/2018,6:15:00 PM,04/03/2018,7:15:00 PM,False,KB &amp; ST - Sign up:Andy K.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/04/2018,5:00:00 AM,04/04/2018,5:45:00 AM,False,Fusion 45:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: KB &amp; ST - Sign up,04/04/2018,6:00:00 AM,04/04/2018,7:00:00 AM,False,KB &amp; ST - Sign up:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/04/2018,9:15:00 AM,04/04/2018,10:00:00 AM,False,Fusion 45:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/04/2018,10:15:00 AM,04/04/2018,11:00:00 AM,False,Fusion 45:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/04/2018,11:15:00 AM,04/04/2018,11:45:00 AM,False,Fusion Express:Raegan F.:Training Studio,Training Studio,False,Y
Training Studio: KB &amp; ST - Prerequisite exp.,04/04/2018,12:15:00 PM,04/04/2018,1:00:00 PM,False,KB &amp; ST - Prerequisite exp.:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/04/2018,1:15:00 PM,04/04/2018,2:00:00 PM,False,Fusion 45:Chad F.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/04/2018,3:45:00 PM,04/04/2018,4:15:00 PM,False,Fusion Express:Chad F.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/04/2018,4:30:00 PM,04/04/2018,5:15:00 PM,False,Fusion 45:Lisa C.:Training Studio,Training Studio,False,Y
Training Studio: Closed for Program,04/04/2018,5:30:00 PM,04/04/2018,6:15:00 PM,False,Closed for Program:Staff:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/04/2018,6:30:00 PM,04/04/2018,7:00:00 PM,False,Fusion Express:Drew H.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/04/2018,7:30:00 PM,04/04/2018,8:00:00 PM,False,Fusion Express:Drew H.:Training Studio,Training Studio,False,Y
Training Studio: KB &amp; ST - Prerequisite exp.,04/05/2018,5:00:00 AM,04/05/2018,5:45:00 AM,False,KB &amp; ST - Prerequisite exp.:Lynne J.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/05/2018,6:15:00 AM,04/05/2018,7:00:00 AM,False,Fusion 45:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/05/2018,7:15:00 AM,04/05/2018,7:30:00 AM,False,Core Express:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/05/2018,8:00:00 AM,04/05/2018,8:45:00 AM,False,Fusion 45:Anthony S.:Training Studio,Training Studio,False,Y
Training Studio: AOA Fusion,04/05/2018,9:15:00 AM,04/05/2018,10:00:00 AM,False,AOA Fusion:Chad F.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/05/2018,11:15:00 AM,04/05/2018,11:45:00 AM,False,Fusion Express:Raegan F.:Training Studio,Training Studio,False,Y
Training Studio: Closed for Program,04/05/2018,12:00:00 PM,04/05/2018,1:00:00 PM,False,Closed for Program:Staff:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/05/2018,3:45:00 PM,04/05/2018,4:15:00 PM,False,Fusion Express:Corey K.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/05/2018,4:30:00 PM,04/05/2018,4:45:00 PM,False,Core Express:Corey K.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/05/2018,5:15:00 PM,04/05/2018,5:45:00 PM,False,Fusion Express:Andy K.:Training Studio,Training Studio,False,Y
Training Studio: KB &amp; ST - Sign up,04/05/2018,6:15:00 PM,04/05/2018,7:15:00 PM,False,KB &amp; ST - Sign up:Andy K.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/06/2018,5:15:00 AM,04/06/2018,5:45:00 AM,False,Fusion Express:Terri W.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/06/2018,6:15:00 AM,04/06/2018,7:00:00 AM,False,Fusion 45:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/06/2018,7:15:00 AM,04/06/2018,7:30:00 AM,False,Core Express:Brian S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/06/2018,9:15:00 AM,04/06/2018,10:00:00 AM,False,Fusion 45:Lisa C.:Training Studio,Training Studio,False,Y
Training Studio: Closed for Program,04/06/2018,10:00:00 AM,04/06/2018,11:00:00 AM,False,Closed for Program:Staff:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/06/2018,11:15:00 AM,04/06/2018,11:45:00 AM,False,Fusion Express:Drew H.:Training Studio,Training Studio,False,Y
Training Studio: Fusion Express,04/06/2018,12:15:00 PM,04/06/2018,12:45:00 PM,False,Fusion Express:Drew H.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/07/2018,7:45:00 AM,04/07/2018,8:00:00 AM,False,Core Express:Anthony S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/07/2018,8:15:00 AM,04/07/2018,9:00:00 AM,False,Fusion 45:Anthony S.:Training Studio,Training Studio,False,Y
Training Studio: Fusion 45,04/07/2018,9:15:00 AM,04/07/2018,10:00:00 AM,False,Fusion 45:Anthony S.:Training Studio,Training Studio,False,Y
Training Studio: Core Express,04/07/2018,10:15:00 AM,04/07/2018,10:30:00 AM,False,Core Express:Anthony S.:Training Studio,Training Studio,False,Y
